text,H2CO2 ratio (molmol),CO2 conversion ratio(%),CH4 selectivity (%),CH4 yield(%)
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 4.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 10.0], Process: [Temperature: 420, Pressure: 1.0], WHSV: 4.0, Content of inert components in raw materials: 5.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 76.898, CH4 selectivity: 98.705, CH4 yield: 75.902",4.0,76.898,98.705,75.902
"Active component: [Density: 12.32, Formation Energy: 0.131, Content: 0.5], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.86, Formation Energy A: -3.316, Content A: 99.5, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 600, Time: 3.0], Reduction: [Temperature: 300, Pressure: 1.0, Time: 1.0], Process: [Temperature: 320, Pressure: 1.0], WHSV: 0.667, Content of inert components in raw materials: 75.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 10.78, CH4 selectivity: 86.029, CH4 yield: 9.274",4.0,10.78,86.029,9.274
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 13.8], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 86.2, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 700, Time: 5.0], Reduction: [Temperature: 700, Pressure: 1.0, Time: 1.0], Process: [Temperature: 500, Pressure: 1.0], WHSV: 1.1, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 5.0, CO2 conversion ratio: 75.0, CH4 selectivity: 100.0, CH4 yield: 75.0",5.0,75.0,100.0,75.0
"Active component: [Density: 12.38, Formation Energy: 0.022, Content: 1.0], Promoter: [Density: 0.83, Formation Energy: 0.015, Content: 17.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 82.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 3, Cost: 5], Calcination: [Temperature: 25, Time: 0.0], Reduction: [Temperature: 350, Pressure: 1.0, Time: 1.0], Process: [Temperature: 310, Pressure: 1.0], WHSV: 4.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 7.031, CH4 selectivity: 0.0, CH4 yield: 0.0",4.0,7.031,0.0,0.0
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 32.5], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 67.5, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 600, Time: 4.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 1.0], Process: [Temperature: 400, Pressure: 1.0], WHSV: 5.26, Content of inert components in raw materials: 21.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 60.635, CH4 selectivity: 93.299, CH4 yield: 56.572",4.0,60.635,93.299,56.572
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 3.0], Reduction: [Temperature: 450, Pressure: 1.0, Time: 2.0], Process: [Temperature: 500, Pressure: 1.0], WHSV: 6.67, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 3.5, CO2 conversion ratio: 64.798, CH4 selectivity: 80.435, CH4 yield: 52.12",3.5,64.798,80.435,52.12
"Active component: [Density: 12.32, Formation Energy: 0.131, Content: 5.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 1.94, Formation Energy A: 0.008, Content A: 95.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 6.33], Reduction: [Temperature: 425, Pressure: 1.0, Time: 1.0], Process: [Temperature: 300, Pressure: 1.0], WHSV: 4.167, Content of inert components in raw materials: 80.0 -> H2/CO2 ratio: 3.0, CO2 conversion ratio: 28.029, CH4 selectivity: 93.046, CH4 yield: 26.08",3.0,28.029,93.046,26.08
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 85.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 3, Cost: 5], Calcination: [Temperature: 25, Time: 0.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 1.0], Process: [Temperature: 450, Pressure: 1.0], WHSV: 2.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 83.657, CH4 selectivity: 99.942, CH4 yield: 83.608",4.0,83.657,99.942,83.608
"Active component: [Density: 12.32, Formation Energy: 0.131, Content: 2.56], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 97.44, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 25, Time: 0.0], Reduction: [Temperature: 350, Pressure: 1.0, Time: 2.0], Process: [Temperature: 200, Pressure: 1.0], WHSV: 1.25, Content of inert components in raw materials: 75.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 4.262, CH4 selectivity: 99.399, CH4 yield: 4.236",4.0,4.262,99.399,4.236
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 25, Time: 0.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 1.0], Process: [Temperature: 300, Pressure: 1.0], WHSV: 1.1, Content of inert components in raw materials: 20.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 85.209, CH4 selectivity: 99.553, CH4 yield: 84.828",4.0,85.209,99.553,84.828
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 35.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 65.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 600, Time: 4.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 1.0], Process: [Temperature: 300, Pressure: 1.0], WHSV: 5.26, Content of inert components in raw materials: 21.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 25.237, CH4 selectivity: 56.116, CH4 yield: 14.162",4.0,25.237,56.116,14.162
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 37.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.63, Formation Energy A: -2.995, Content A: 63.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 400, Time: 3.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 4.0], Process: [Temperature: 345, Pressure: 1.0], WHSV: 12.5, Content of inert components in raw materials: 25.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 88.032, CH4 selectivity: 91.5, CH4 yield: 80.549",4.0,88.032,91.5,80.549
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 12.32, Formation Energy: 0.131, Content: 1.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 84.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 700, Time: 2.0], Reduction: [Temperature: 700, Pressure: 1.0, Time: 2.0], Process: [Temperature: 350, Pressure: 1.0], WHSV: 9.1, Content of inert components in raw materials: 45.45 -> H2/CO2 ratio: 5.0, CO2 conversion ratio: 84.419, CH4 selectivity: 94.765, CH4 yield: 80.0",5.0,84.419,94.765,80.0
"Active component: [Density: 20.87, Formation Energy: 0.004, Content: 2.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 98.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 4.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 2.0], Process: [Temperature: 340, Pressure: 20.0], WHSV: 6.0, Content of inert components in raw materials: 4.0 -> H2/CO2 ratio: 3.0, CO2 conversion ratio: 55.517, CH4 selectivity: 55.66, CH4 yield: 30.901",3.0,55.517,55.66,30.901
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 20.0], Promoter: [Density: 2.61, Formation Energy: 0.045, Content: 7.5], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 72.5, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 600, Time: 4.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 1.0], Process: [Temperature: 350, Pressure: 1.0], WHSV: 5.26, Content of inert components in raw materials: 21.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 77.473, CH4 selectivity: 97.518, CH4 yield: 75.55",4.0,77.473,97.518,75.55
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 14.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 1.5614285714285712, Formation Energy A: -3.081, Content A: 86.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 24.0], Reduction: [Temperature: 470, Pressure: 1.0, Time: 1.0], Process: [Temperature: 365, Pressure: 1.0], WHSV: 16.8, Content of inert components in raw materials: 18.2 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 53.595, CH4 selectivity: 90.183, CH4 yield: 48.334",4.0,53.595,90.183,48.334
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 37.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 63.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 400, Time: 3.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 4.0], Process: [Temperature: 200, Pressure: 1.0], WHSV: 12.5, Content of inert components in raw materials: 25.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 3.723, CH4 selectivity: 84.375, CH4 yield: 3.141",4.0,3.723,84.375,3.141
"Active component: [Density: 9.2, Formation Energy: 0.025, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 2], Calcination: [Temperature: 500, Time: 3.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 2.0], Process: [Temperature: 400, Pressure: 1.0], WHSV: 6.67, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 50.128, CH4 selectivity: 79.007, CH4 yield: 39.605",4.0,50.128,79.007,39.605
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 7.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 5.03, Formation Energy A: -3.905, Content A: 93.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 2], Calcination: [Temperature: 600, Time: 2.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 1.0], Process: [Temperature: 500, Pressure: 1.0], WHSV: 2.0, Content of inert components in raw materials: 50.0 -> H2/CO2 ratio: 6.4, CO2 conversion ratio: 47.156, CH4 selectivity: 63.636, CH4 yield: 30.008",6.4,47.156,63.636,30.008
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 12.0], Promoter: [Density: 8.98, Formation Energy: 0.075, Content: 6.0], Support: [Density A: 1.94, Formation Energy A: 0.008, Content A: 82.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 350, Time: 4.0], Reduction: [Temperature: 350, Pressure: 1.0, Time: 1.0], Process: [Temperature: 360, Pressure: 1.0], WHSV: 2.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 81.787, CH4 selectivity: 99.701, CH4 yield: 81.542",4.0,81.787,99.701,81.542
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 2.31, Formation Energy A: -3.081, Content A: 85.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 25, Time: 0.0], Reduction: [Temperature: 470, Pressure: 1.0, Time: 1.0], Process: [Temperature: 410, Pressure: 1.0], WHSV: 1.4, Content of inert components in raw materials: 18.2 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 70.761, CH4 selectivity: 96.721, CH4 yield: 68.441",4.0,70.761,96.721,68.441
"Active component: [Density: 11.73, Formation Energy: 0.015, Content: 1.0], Promoter: [Density: 5.9, Formation Energy: 3.733, Content: 2.3], Support: [Density A: 1.94, Formation Energy A: 0.008, Content A: 96.7, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 25, Time: 0.0], Reduction: [Temperature: 300, Pressure: 1.0, Time: 0.5], Process: [Temperature: 380, Pressure: 1.0], WHSV: 0.83, Content of inert components in raw materials: 80.0 -> H2/CO2 ratio: 3.0, CO2 conversion ratio: 15.326, CH4 selectivity: 4.372, CH4 yield: 0.67",3.0,15.326,4.372,0.67
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 25.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 75.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 600, Time: 4.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 2.0], Process: [Temperature: 400, Pressure: 1.0], WHSV: 6.67, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 3.5, CO2 conversion ratio: 74.766, CH4 selectivity: 94.274, CH4 yield: 70.485",3.5,74.766,94.274,70.485
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 25.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 75.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 600, Time: 4.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 2.0], Process: [Temperature: 350, Pressure: 1.0], WHSV: 6.67, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 3.5, CO2 conversion ratio: 76.822, CH4 selectivity: 94.274, CH4 yield: 72.423",3.5,76.822,94.274,72.423
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.04, Formation Energy A: -3.755, Content A: 82.0, Density B: 4.31, Formation Energy B: −8.83], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 500, Time: 5.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 1.0], Process: [Temperature: 400, Pressure: 1.0], WHSV: 2.22, Content of inert components in raw materials: 16.7 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 79.614, CH4 selectivity: 99.03, CH4 yield: 78.842",4.0,79.614,99.03,78.842
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 20.0], Promoter: [Density: 6.2, Formation Energy: 0.247, Content: 3.0], Support: [Density A: 2.32, Formation Energy A: 0.02, Content A: 77.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 400, Time: 5.0], Reduction: [Temperature: 550, Pressure: 1.0, Time: 1.0], Process: [Temperature: 260, Pressure: 1.0], WHSV: 2.0, Content of inert components in raw materials: 25.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 18.378, CH4 selectivity: 98.999, CH4 yield: 18.194",4.0,18.378,98.999,18.194
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 7.27, Formation Energy: 0.019, Content: 2.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 70.55, Density B: 6.04, Formation Energy B: -3.755], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 5.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 3.0], Process: [Temperature: 200, Pressure: 1.0], WHSV: 5.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 3.407, CH4 selectivity: 100.0, CH4 yield: 3.407",4.0,3.407,100.0,3.407
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 12.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 88.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 0.5], Reduction: [Temperature: 750, Pressure: 1.0, Time: 1.0], Process: [Temperature: 250, Pressure: 1.0], WHSV: 10.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 70.1, CH4 selectivity: 100.0, CH4 yield: 70.1",4.0,70.1,100.0,70.1
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 30.0], Promoter: [Density: 7.59, Formation Energy: 0.148, Content: 3.0], Support: [Density A: 6.04, Formation Energy A: -3.755, Content A: 67.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 450, Time: 3.0], Reduction: [Temperature: 400, Pressure: 5.0, Time: 2.0], Process: [Temperature: 210, Pressure: 5.0], WHSV: 12.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 16.616, CH4 selectivity: 75.537, CH4 yield: 12.551",4.0,16.616,75.537,12.551
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 4.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 10.0], Process: [Temperature: 300, Pressure: 1.0], WHSV: 10.0, Content of inert components in raw materials: 5.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 76.19, CH4 selectivity: 99.68, CH4 yield: 75.946",4.0,76.19,99.68,75.946
"Active component: [Density: 12.32, Formation Energy: 0.131, Content: 0.5], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 1.94, Formation Energy A: 0.008, Content A: 99.5, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 3.0], Reduction: [Temperature: 550, Pressure: 1.0, Time: 1.0], Process: [Temperature: 260, Pressure: 1.0], WHSV: 0.83, Content of inert components in raw materials: 80.0 -> H2/CO2 ratio: 3.0, CO2 conversion ratio: 1.807, CH4 selectivity: 0.0, CH4 yield: 0.0",3.0,1.807,0.0,0.0
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.04, Formation Energy A: -3.755, Content A: 67.6, Density B: 3.87, Formation Energy B: -3.352], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 550, Time: 6.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 10.0], Process: [Temperature: 240, Pressure: 1.0], WHSV: 10.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 9.33, CH4 selectivity: 100.0, CH4 yield: 9.33",4.0,9.33,100.0,9.33
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 5.17, Formation Energy A: -2.367, Content A: 85.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 700, Time: 3.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 2.0], Process: [Temperature: 350, Pressure: 1.0], WHSV: 6.67, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 67.5, CH4 selectivity: 100.0, CH4 yield: 67.5",4.0,67.5,100.0,67.5
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 1.95, Formation Energy A: -3.081, Content A: 85.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 6.0], Reduction: [Temperature: 470, Pressure: 1.0, Time: 1.0], Process: [Temperature: 375, Pressure: 1.0], WHSV: 1.664, Content of inert components in raw materials: 18.2 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 69.429, CH4 selectivity: 95.881, CH4 yield: 66.569",4.0,69.429,95.881,66.569
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 5.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 95.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 600, Time: 4.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 1.0], Process: [Temperature: 400, Pressure: 1.0], WHSV: 5.26, Content of inert components in raw materials: 21.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 35.227, CH4 selectivity: 8.806, CH4 yield: 3.102",4.0,35.227,8.806,3.102
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.04, Formation Energy A: -3.755, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 550, Time: 6.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 10.0], Process: [Temperature: 300, Pressure: 1.0], WHSV: 10.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 6.838, CH4 selectivity: 95.871, CH4 yield: 6.556",4.0,6.838,95.871,6.556
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 12.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 73.0, Density B: 6.04, Formation Energy B: -3.755], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 5.0], Reduction: [Temperature: 450, Pressure: 1.0, Time: 1.0], Process: [Temperature: 180, Pressure: 1.0], WHSV: 7.4, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 3.5, CO2 conversion ratio: 0.0, CH4 selectivity: 0.0, CH4 yield: 0.0",3.5,0.0,0.0,0.0
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 12.0], Promoter: [Density: 8.98, Formation Energy: 0.075, Content: 1.5], Support: [Density A: 1.94, Formation Energy A: 0.008, Content A: 86.5, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 350, Time: 4.0], Reduction: [Temperature: 350, Pressure: 1.0, Time: 1.0], Process: [Temperature: 300, Pressure: 1.0], WHSV: 2.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 63.43, CH4 selectivity: 100.0, CH4 yield: 63.43",4.0,63.43,100.0,63.43
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 25.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 75.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 800, Time: 4.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 2.0], Process: [Temperature: 400, Pressure: 1.0], WHSV: 6.67, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 3.5, CO2 conversion ratio: 42.056, CH4 selectivity: 62.903, CH4 yield: 26.454",3.5,42.056,62.903,26.454
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 1.95, Formation Energy A: -3.081, Content A: 85.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 6.0], Reduction: [Temperature: 470, Pressure: 1.0, Time: 1.0], Process: [Temperature: 350, Pressure: 1.0], WHSV: 1.664, Content of inert components in raw materials: 18.2 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 56.0, CH4 selectivity: 91.763, CH4 yield: 51.387",4.0,56.0,91.763,51.387
"Active component: [Density: 8.98, Formation Energy: 0.075, Content: 20.0], Promoter: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Support: [Density A: 1.95, Formation Energy A: -3.081, Content A: 65.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 6.0], Reduction: [Temperature: 470, Pressure: 1.0, Time: 1.0], Process: [Temperature: 250, Pressure: 1.0], WHSV: 1.664, Content of inert components in raw materials: 18.2 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 21.143, CH4 selectivity: 98.737, CH4 yield: 20.876",4.0,21.143,98.737,20.876
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 20.0], Promoter: [Density: 2.61, Formation Energy: 0.045, Content: 1.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 79.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 600, Time: 4.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 1.0], Process: [Temperature: 600, Pressure: 1.0], WHSV: 5.26, Content of inert components in raw materials: 21.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 71.703, CH4 selectivity: 35.669, CH4 yield: 25.576",4.0,71.703,35.669,25.576
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 12.5], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 87.5, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 600, Time: 4.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 1.0], Process: [Temperature: 400, Pressure: 1.0], WHSV: 5.26, Content of inert components in raw materials: 21.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 41.009, CH4 selectivity: 52.42, CH4 yield: 21.497",4.0,41.009,52.42,21.497
